"DEPTID","HIRE_DT","ANNUAL_RT","Gross"
"A04005","4/25/2016","33803.00","38247.01"
"A99164","8/24/1994","96108.00","99504.59"
"B70410","12/13/2004","36608.00","49884.16"
"A49100","3/2/2015","67200.00","66384.00"
"A49507","10/11/2016","31221.00","25669.18"
"A04015","6/23/2014","19802.00","11571.82"
"A50209","2/22/1988","62900.00","57596.56"
"A06001","10/4/1971","40835.00","41291.65"
"A29036","11/20/2006","57278.00","54420.71"
"A50209","5/24/2004","38488.00","40092.63"
"A14003","12/13/2012","46939.00","45138.36"
"A84401","9/12/2016","20800.00","15175.56"
"A99363","2/21/2007","33352.00","31636.59"
"A68006","3/29/2017","20800.00","2133.30"
"A50208","5/7/2016","32975.00","39634.05"
"A49100","11/19/2007","64200.00","61537.63"
"C90786","9/6/2007","10864.00","10173.45"
"B70310","5/8/2006","36608.00","56821.37"
"A08008","1/26/2004","52988.00","52950.94"
"A99295","9/5/2001","77591.00","100162.42"
"A68005","6/5/2017","27040.00","832.00"
"A99006","1/22/2013","62676.00","77528.64"
"A99166","9/13/2011","68395.00","93656.26"
"A85301","10/3/1983","63950.00","77140.74"
"A99063","9/11/2013","62676.00","58028.85"
"A83001","10/14/2015","137700.00","115863.69"
"A99297","9/17/1993","83184.00","76928.37"
"A65072","1/13/2012","5512.00","3715.30"
"A65026","12/28/2009","59500.00","59072.93"
"A03090","5/8/2012","59116.00","57801.40"
"A65004","4/10/2014","55610.00","55012.82"
"A64141","11/13/1989","105127.00","120650.36"
"A99312","9/23/1996","79689.00","80587.39"
"A40001","11/3/2015","135300.00","133496.33"
"C90900","3/1/1982","12128.00","11805.27"
"A65531","3/27/1994","85100.00","84321.62"
"A65042","3/14/1988","45475.00","47496.79"
"A03083","2/14/1995","65200.00","64813.19"
"A50212","3/12/2007","40279.00","38294.39"
"A99123","3/23/2006","72094.00","89522.14"
"A64223","10/19/2011","65009.00","64217.88"
"A65027","12/31/2015","39098.00","37155.43"
"A14003","3/16/2017","35714.00","6310.04"
"A12002","5/26/1980","82400.00","81807.73"
"A31012","7/3/1997","63292.00","60885.13"
"A50601","9/15/2014","54709.00","69835.49"
"A75079","9/24/2007","26487.00","26055.93"
"A06019","6/22/2009","50419.00","48532.44"
"P04001","2/13/2017","24960.00","5448.00"
"A65102","5/18/2009","26680.00","29220.85"
"A50803","12/15/1997","38873.00","58745.24"
"A50209","9/22/1981","58730.00","65909.03"
"A75013","1/17/1994","38043.00","35914.18"
"A70320","2/21/2017","22318.00","8487.30"
"A14003","5/29/2003","35949.00","40741.08"
"A06015","6/10/2002","36996.00","35642.60"
"A64604","2/19/1985","51843.00","52542.08"
"A29001","2/16/2010","84900.00","83169.21"
"A75020","11/20/1995","49139.00","46589.22"
"A85001","11/28/1978","53219.00","45593.38"
"A91018","8/31/2015","23920.00","10926.80"
"A75031","11/18/2010","19240.00","6801.59"
"A99063","7/2/2008","70735.00","156854.26"
"B70412","4/24/1978","36192.00","37844.23"
"A99372","1/21/2016","42350.00","47495.59"
"A14001","2/14/2002","39609.00","36082.21"
"A88001","5/13/2004","38488.00","39881.55"
"A99311","1/7/1999","92831.00","158809.17"
"A85302","6/18/2009","42182.00","43156.53"
"A99070","7/11/1995","94848.00","142692.63"
"A38001","5/29/1997","71643.00","77760.13"
"A75012","9/10/1973","37884.00","36141.06"
"A70350","10/10/2015","29120.00","20466.67"
"A91018","4/28/2014","23920.00","9071.83"
"A06011","9/7/2006","63400.00","52756.86"
"A64462","3/22/1995","80102.00","105672.24"
"A50206","2/22/1988","54826.00","57942.31"
"A99386","7/27/1998","39609.00","38027.10"
"A99347","3/24/2011","66784.00","79110.10"
"C90786","12/14/2010","10548.00","10125.61"
"A65098","8/25/2015","25464.00","27621.49"
"B70358","8/29/2005","31345.00","33417.79"
"A49102","3/17/2003","42852.00","63738.07"
"A88001","1/5/2010","31173.00","31615.05"
"A30001","9/28/1981","56295.00","55912.19"
"A85302","8/18/2008","30430.00","50014.85"
"A06083","6/9/2014","48158.00","42135.02"
"A64150","7/20/1987","80801.00","93352.50"
"A70402","11/2/2015","31017.00","33398.24"
"B70403","11/2/1992","40081.00","45852.20"
"B49320","1/27/2008","30430.00","36187.51"
"B70412","7/24/2000","33384.00","34833.26"
"A50304","1/11/1988","57198.00","62061.97"
"A50606","2/20/2001","51888.00","87898.74"
"A08006","10/15/2013","41196.00","46421.88"
"A50804","3/17/2008","34902.00","27715.33"
"A91014","7/13/2006","50238.00","51435.60"
"A70104","2/5/2007","43447.00","49847.35"
"A03027","9/8/1997","44808.00","44124.88"
"B70410","12/6/2011","34299.00","39432.93"
"A19101","7/17/2017","107100.00","107100.00"
"A64223","10/15/2014","47950.00","62756.08"
"A08011","9/14/2010","19760.00","14673.70"
"A29009","12/22/2014","45755.00","35622.64"
"P04001","8/13/2012","20800.00","20800.00"
"A54004","2/17/2015","50238.00","38160.89"
"A38001","6/25/1990","51051.00","51170.09"
"A64463","3/28/2001","75226.00","92086.75"
"A99005","7/27/2004","85406.00","89866.22"
"A50209","10/26/1981","58730.00","74198.76"
"A91015","1/31/2008","41604.00","43269.22"
"A75007","12/9/2002","35949.00","35293.26"
"A99372","8/5/2004","50419.00","49640.60"
"P04001","6/16/2015","20800.00","11450.00"
"A04011","6/23/2007","20800.00","9210.00"
"A50606","6/2/2008","32635.00","39135.64"
"A85001","8/17/2017","30265.00","30265.00"
"A14001","1/3/2005","30265.00","30265.00"
"A99311","8/15/2002","76892.00","93319.68"
"A50509","2/22/2016","22318.00","22408.58"
"B70371","11/30/2010","30430.00","38183.19"
"P04002","9/9/2000","20800.00","3885.00"
"A50204","10/22/1979","87300.00","85899.81"
"A50207","12/2/2010","40603.00","46839.81"
"A50701","11/7/1988","46371.00","45245.78"
"A50402","7/6/1982","79300.00","79634.49"
"A65102","11/13/2008","58386.00","56057.68"
"A64210","1/15/2003","68793.00","69335.80"
"P04002","5/26/2012","22464.00","6674.40"
"A50212","8/16/1993","40730.00","41973.84"
"A99338","7/19/2002","85406.00","135092.61"
"A65103","5/18/2009","26680.00","15507.27"
"A85301","2/23/2012","30430.00","30068.05"
"A49102","3/17/2014","70600.00","64354.29"
"A64003","7/12/2017","32966.00","32966.00"
"P04001","4/21/2017","31200.00","3195.00"
"P04002","6/23/2007","27082.00","17108.58"
"A50553","7/19/1988","39622.00","38880.80"
"A64158","11/13/2006","67262.00","96921.06"
"A50606","8/14/1989","48226.00","65169.97"
"A06012","1/2/2008","34902.00","15892.22"
"A99335","5/24/2010","71047.00","135895.07"
"A17001","5/29/2007","118300.00","104866.70"
"A64206","10/7/2002","69145.00","88446.16"
"A99090","7/7/1997","126378.00","120709.91"
"A99323","11/28/1994","96108.00","125880.03"
"A99030","11/21/1994","119544.00","153131.21"
"A65102","7/1/2006","26680.00","26154.98"
"A02001","3/18/2013","67756.00","35606.79"
"A85001","7/21/2016","34970.00","32973.43"
"A64301","2/23/2009","65009.00","66482.29"
"A29002","1/10/2000","58946.00","57791.99"
"A65098","9/18/2017","50841.00","50841.00"
"A64604","4/27/2006","46435.00","49983.56"
"A29003","7/5/2017","54080.00","54080.00"
"A64113","8/30/1993","74021.00","86450.43"
"A64212","7/12/1999","71097.00","83111.83"
"A64205","9/19/2005","69145.00","77206.93"
"A65004","2/25/2016","60900.00","60084.00"
"A30001","2/23/2015","118400.00","116265.50"
"P04001","6/20/2011","31200.00","31200.00"
"A99225","4/22/2015","49833.00","54394.34"
"A75075","2/1/1977","73800.00","70481.96"
"A64003","7/12/2017","32966.00","32966.00"
"B49308","9/20/2006","32635.00","37577.88"
"A75038","12/5/2016","45755.00","22429.02"
"A99415","2/13/1999","80896.00","83050.18"
"A30001","4/28/2014","75000.00","76356.46"
"A99334","6/26/1996","81086.00","127767.14"
"A85001","4/15/1996","47192.00","60941.78"
"A29003","8/22/1994","109600.00","107325.00"
"A65501","4/4/1994","76376.00","76339.49"
"A90201","5/23/2016","54100.00","53171.88"
"A29009","1/11/2017","37415.00","14954.22"
"A64461","10/28/1996","80102.00","87474.53"
"A64465","9/23/2015","36263.00","36607.87"
"B68020","10/11/2001","32635.00","34774.12"
"A99408","10/7/2010","66784.00","70097.68"
"A64129","12/12/2007","65009.00","67694.29"
"A99415","8/13/1998","79689.00","148697.42"
"A65072","7/28/2017","5512.00","5512.00"
"P04002","5/27/2017","22464.00","2287.74"
"A99410","4/3/2017","32718.00","5921.68"
"A99416","7/28/2017","71221.00","71221.00"
"A19103","9/11/2017","33280.00","33280.00"
"A99063","9/9/2008","70735.00","147118.32"
"A99361","9/2/2005","39924.00","40862.55"
"A75060","11/3/2008","67218.00","62927.65"
"A99364","4/9/1984","49790.00","47870.78"
"A99124","3/1/2001","77591.00","125976.23"
"B49390","1/10/2011","32635.00","65303.33"
"B68030","12/2/1996","35568.00","35668.94"
"A03020","3/31/2008","50916.00","49652.42"
"C90900","2/13/1986","12128.00","11567.57"
"A12002","4/27/1998","54134.00","54227.79"
"A65041","11/8/2001","79100.00","77633.50"
"A91015","1/3/2007","52602.00","54480.05"
"A50303","10/16/2000","34590.00","35066.00"
"A75025","11/9/2015","19240.00","8176.93"
"A49320","4/16/2001","34590.00","39675.79"
"A50602","1/10/2000","43039.00","65915.38"
"A50307","6/6/2016","32975.00","42838.39"
"A75081","2/21/1989","34758.00","39270.48"
"A85302","3/25/2002","44712.00","46879.83"
"A29001","1/5/2015","94700.00","92786.10"
"A50804","3/23/1998","41087.00","51452.34"
"A03085","4/1/1977","70900.00","69619.35"
"A49310","4/2/1979","37523.00","38984.90"
"A70360","6/5/2017","22318.00","729.63"
"A70104","8/8/2005","43447.00","51069.59"
"A41101","10/19/2015","67600.00","59896.16"
"A70415","6/1/2006","33342.00","37901.74"
"C90786","8/31/1998","11180.00","10022.19"
"P04001","6/21/2008","20800.00","3070.00"
"A24002","2/13/2017","40495.00","13742.64"
"A64463","1/18/2005","69802.00","139947.23"
"A50509","11/2/1998","36295.00","48300.24"
"A64604","11/20/2008","45083.00","46410.33"
"A75079","6/10/2013","19240.00","5155.95"
"A65531","7/7/2014","29438.00","27435.63"
"A50303","10/10/2006","45144.00","45151.56"
"A50306","3/27/2006","54883.00","54802.51"
"A64152","3/20/2006","69145.00","90493.67"
"B70413","12/17/1984","36192.00","40346.36"
"A52001","9/16/1998","185700.00","179501.96"
"A65201","7/16/2007","38915.00","36198.19"
"A49370","11/20/2013","29890.00","26656.06"
"A50509","7/18/2005","31345.00","39565.51"
"B68030","8/22/2011","30430.00","30971.80"
"A64601","11/15/2004","72744.00","80625.82"
"A49370","6/4/2007","31345.00","33783.46"
"A50602","5/27/1985","56295.00","89640.99"
"A68005","11/11/2002","88500.00","87647.02"
"A64144","3/20/2006","67262.00","78280.77"
"A64120","8/13/2003","67262.00","79660.17"
"A50502","6/27/1994","34320.00","34777.40"
"A99333","6/14/2005","74499.00","131314.89"
"A64201","10/23/2007","78683.00","81471.33"
"A64155","1/15/2003","67262.00","76698.80"
"A99330","8/27/2001","74134.00","105911.76"
"A65013","1/4/1979","40137.00","39807.09"
"A64144","11/13/2006","65009.00","75600.49"
"A99341","8/12/1985","83881.00","111808.47"
"A68007","10/29/2012","29453.00","35683.83"
"A01001","9/9/1996","58081.00","57119.68"
"A50609","7/15/1985","61279.00","60876.35"
"A64225","12/13/2004","67262.00","69082.22"
"A99394","1/12/1981","83881.00","152072.50"
"A99308","10/2/1989","83881.00","110928.09"
"A50309","1/16/2007","45144.00","50647.25"
"A14008","9/9/2010","39983.00","43896.93"
"A49410","11/28/2001","43039.00","59138.23"
"A29001","2/2/2011","80200.00","78951.73"
"C90786","9/8/2005","10864.00","10404.45"
"A64604","7/29/2017","37415.00","37415.00"
"A65200","7/1/2016","31765.00","28248.76"
"A03092","7/18/2016","91800.00","83076.94"
"A99307","9/13/2007","71412.00","94122.99"
"A99222","5/2/2016","62676.00","84014.22"
"A75079","5/20/2013","19240.00","8188.51"
"A29004","2/2/1993","35998.00","35290.07"
"A99094","3/19/2014","60617.00","57847.63"
"A64141","2/22/1994","114265.00","124695.64"
"A65096","11/21/1994","63642.00","63758.25"
"A90201","1/22/1998","41087.00","41131.35"
"A64158","3/30/2011","76808.00","75403.17"
"A50602","1/23/1984","45978.00","65737.79"
"A49106","1/21/2014","91200.00","89408.06"
"A65103","7/1/2006","26680.00","16404.80"
"A64108","6/25/1990","78527.00","79344.02"
"A03094","1/2/2007","50682.00","47578.38"
"A64102","8/30/1993","76165.00","87551.85"
"A64123","5/13/1991","80801.00","97849.55"
"B70372","9/4/2001","32260.00","36004.04"
"P04001","5/28/2016","31200.00","6528.00"
"A68011","6/27/2011","20800.00","3028.80"
"C90786","8/31/2000","11180.00","10580.38"
"A64131","10/7/2002","69145.00","84517.67"
"A67003","7/9/2012","59500.00","56277.60"
"A49104","10/16/1989","59467.00","63629.54"
"A50609","12/5/2016","63240.00","33459.54"
"A50553","7/17/1989","44779.00","62332.33"
"P04001","6/9/2007","24960.00","5769.00"
"A64143","9/18/1995","76165.00","83880.37"
"A99224","9/30/1991","111880.00","111947.38"
"A99195","10/26/2000","77591.00","56381.47"
"P04002","8/3/2015","20800.00","4115.00"
"B70105","5/18/1989","34091.00","33715.07"
"P04001","5/27/2017","41600.00","41600.00"
"A75028","4/10/2006","63300.00","60083.97"
"A41102","10/13/1998","51096.00","63620.20"
"P04001","10/4/2004","31200.00","27202.50"
"A08011","8/14/2017","30534.00","30534.00"
"A70310","9/22/2014","29120.00","14733.63"
"A99125","4/3/1997","80387.00","79261.07"
"A99422","8/23/1993","83184.00","106050.52"
"A75072","10/27/2014","47947.00","45225.28"
"A64MIL","7/6/2011","66489.00","35812.23"
"A64121","3/20/2006","69145.00","71666.98"
"A64127","12/13/2004","69145.00","80280.77"
"A49102","9/10/1981","81500.00","75358.80"
"A99390","8/28/1995","96108.00","115732.30"
"A12001","4/27/2015","147100.00","145746.82"
"A50304","11/7/1983","58730.00","59533.26"
"A49411","12/6/1995","44257.00","58104.58"
"A64225","4/22/1985","92778.00","98942.99"
"A85301","4/21/1980","40137.00","40375.12"
"A64133","8/18/2008","65009.00","70962.38"
"A64142","7/6/2011","65009.00","71641.75"
"A99260","1/5/1996","81086.00","79426.59"
"A49104","7/2/2014","48950.00","56810.65"
"A64152","3/30/2011","65009.00","68744.20"
"A64108","3/20/2006","67262.00","75988.54"
"A99399","11/9/2009","82414.00","121111.19"
"A99333","8/18/1998","79689.00","104473.97"
"A99167","10/20/1999","78289.00","78340.80"
"A99125","2/21/1995","81784.00","131840.40"
"A99262","11/14/2006","71412.00","77936.33"
"A99305","9/22/1994","82484.00","88869.93"
"A99372","9/25/2008","48950.00","48589.95"
"A64001","2/7/2008","81600.00","78224.89"
"A64210","12/12/2007","66489.00","73648.33"
"A99365","8/18/2005","35949.00","45382.14"
"A65075","6/23/2016","30880.00","30315.15"
"A84401","10/11/1997","36996.00","37256.94"
"A06009","8/30/2010","81300.00","63260.95"
"A64212","3/20/2006","67262.00","82180.64"
"A50101","7/3/2004","73900.00","73826.13"
"A68005","11/1/2011","93184.00","85384.90"
"A50702","12/23/2013","40685.00","47963.70"
"A04002","7/13/1987","41465.00","41627.81"
"A99160","3/10/1997","47192.00","60283.24"
"A64123","1/15/2003","67262.00","68155.41"
"A41116","12/12/1988","44779.00","75715.52"
"A50206","10/29/2007","40603.00","39842.00"
"A64113","12/12/2007","65009.00","73683.41"
"A99415","2/24/2005","72775.00","97282.27"
"A99303","3/3/1978","83881.00","125558.57"
"A85604","8/6/2012","114400.00","108757.72"
"A64226","11/13/2006","69145.00","79969.92"
"A49505","9/25/1978","58730.00","66808.73"
"A50601","1/30/1996","65500.00","64589.60"
"A99372","12/16/2011","48158.00","79093.81"
"A65097","8/29/1990","41045.00","41156.65"
"A41101","5/7/2007","65686.00","36008.13"
"A50602","5/24/2004","33613.00","57233.19"
"A50618","11/3/2008","34241.00","45831.40"
"A68006","11/21/2016","20800.00","10607.72"
"A38002","9/30/1986","46851.00","55551.11"
"B70310","8/13/2009","30430.00","37259.50"
"A99034","8/8/1994","111880.00","112158.27"
"A49300","4/20/1987","69721.00","72604.08"
"A99200","12/11/1996","80387.00","91704.60"
"A65004","12/10/2001","78900.00","74314.69"
"C90786","12/11/1993","11496.00","11555.26"
"A70105","1/19/2016","29120.00","24020.71"
"A91018","6/23/2015","23920.00","3870.92"
"A64108","8/31/1992","121220.00","147213.30"
"P04002","7/29/2015","22464.00","9355.50"
"A38006","8/24/2006","44594.00","47357.41"
"A99386","12/13/1979","66776.00","66589.43"
"A64130","4/2/1984","80801.00","98088.43"
"A50402","5/20/1985","72838.00","71912.92"
"A64461","9/23/2015","36263.00","38604.51"
"A64003","8/11/1987","82940.00","105340.27"
"A06043","7/19/1993","53357.00","52292.70"
"A50606","7/29/2013","35547.00","51507.15"
"A64114","3/20/2006","69145.00","127419.98"
"A50804","3/13/2006","38488.00","47558.96"
"A38006","5/31/2007","55911.00","53327.26"
"A06009","8/22/2011","63300.00","64061.03"
"A67011","4/23/2011","66560.00","6928.00"
"A52004","1/23/2010","60100.00","59420.06"
"A50205","7/28/1975","72420.00","73504.40"
"A99422","3/1/1995","94848.00","97523.34"
"A50638","8/5/2002","39609.00","41201.90"
"A75072","12/30/1998","32137.00","9314.01"
"A99262","4/27/2010","69373.00","88722.93"
"A99323","12/16/2003","73454.00","90704.72"
"A83007","11/8/2007","54709.00","48504.67"
"A50207","12/23/2013","40603.00","38797.37"
"A64466","11/15/2004","69802.00","129905.36"
"A29017","7/5/2005","91800.00","88857.82"
"B70411","8/27/1984","40851.00","49279.27"
"A85302","12/15/1997","44712.00","44047.31"
"A75063","6/5/2006","50600.00","49112.73"
"A49100","1/30/2017","48950.00","19545.03"
"P04002","5/27/2017","19240.00","2882.90"
"A06019","3/21/2011","55610.00","59094.95"
"B49308","4/16/2001","32260.00","33074.74"
"A75053","11/11/2002","52602.00","50481.61"
"B70357","3/1/2004","31345.00","30985.15"
"B70413","10/1/2001","33384.00","37351.74"
"A04001","2/9/2006","37137.00","39157.87"
"A50209","9/24/2016","32114.00","23725.05"
"A01001","12/7/2016","153670.00","72790.23"
"A99225","3/17/1998","81609.00","102579.89"
"A02001","3/10/2010","67756.00","46174.59"
"A64604","7/29/2017","37415.00","37415.00"
"A64603","8/1/2005","51890.00","67871.62"
"A64136","2/6/1989","95043.00","97175.37"
"A64113","10/15/2014","47950.00","52940.08"
"A04002","7/2/2007","35480.00","44911.16"
"A64106","8/9/1982","80801.00","92498.39"
"A65042","6/1/2017","37348.00","1448.46"
"A99322","11/28/2011","67719.00","116930.04"
"A49390","3/2/1987","44971.00","45206.04"
"A19101","3/5/2007","146500.00","145318.47"
"A64603","9/25/2008","50152.00","51362.44"
"A90201","6/25/2009","38761.00","38233.20"
"A06034","12/15/2003","42153.00","22306.16"
"A64135","12/12/2007","66893.00","67418.24"
"A99323","8/13/2002","76892.00","88609.75"
"A38001","3/27/1981","55056.00","53599.02"
"A64123","2/22/1994","75705.00","78551.84"
"A64003","7/12/2017","32966.00","32966.00"
"A49104","10/14/2003","76000.00","74406.10"
"A64114","8/13/2003","69145.00","79258.65"
"A64227","2/23/2009","66489.00","70855.23"
"A90201","6/30/2008","38761.00","45682.33"
"A06011","3/5/2012","56300.00","55945.35"
"C90786","11/22/2004","10864.00","10308.28"
"A40002","5/8/2006","38488.00","39802.52"
"A99124","12/15/2003","85406.00","89995.67"
"A99295","5/1/2000","78988.00","118257.35"
"A85001","7/14/2008","89200.00","85205.48"
"A01001","3/8/2017","44300.00","7568.39"
"A70105","7/19/2011","31912.00","32464.05"
"A50401","7/17/2017","63240.00","63240.00"
"A99197","9/8/2009","71742.00","104810.80"
"A99063","2/8/2007","71412.00","106743.88"
"A84401","4/8/1999","36996.00","44634.98"
"A64133","10/23/2007","65009.00","65924.08"
"A50502","4/12/1993","38729.00","40109.59"
"B49320","9/2/2009","32635.00","37704.00"
"B70410","3/8/2011","31512.00","33025.87"
"A99400","6/6/2007","70735.00","144382.50"
"A91013","10/6/2014","28165.00","27901.58"
"A64121","6/25/1990","92778.00","103430.94"
"A64106","10/23/2007","66893.00","70888.85"
"A02002","12/8/2016","51946.00","26834.39"
"A90201","6/6/2002","41087.00","48783.06"
"A49320","6/21/2008","30430.00","30856.58"
"A70360","9/26/2016","29120.00","20948.76"
"A54001","4/12/1982","74200.00","72539.14"
"A64129","12/12/2007","66893.00","78797.99"
"A41101","2/28/1983","75100.00","74217.30"
"A50602","8/28/2006","31345.00","69466.61"
"B70357","8/13/2009","30430.00","36343.34"
"A99350","8/18/2008","145700.00","139945.60"
"A06031","10/26/2015","64300.00","44199.71"
"A99261","10/17/2006","71412.00","71797.21"
"A99035","1/3/1994","108775.00","96480.09"
"A99415","7/10/1991","119544.00","115897.67"
"A99305","1/6/1986","83881.00","102404.69"
"A65012","7/2/1984","40137.00","39636.93"
"A50401","6/20/1994","69038.00","68737.40"
"A91014","3/18/2013","43829.00","44530.13"
"A04015","7/1/2004","19802.00","9939.11"
"A29036","8/1/2005","57278.00","56099.65"
"B68040","7/6/2009","22880.00","10678.58"
"C90786","12/16/2004","10864.00","10429.10"
"A49104","10/19/1987","74700.00","74458.41"
"A65102","3/8/2007","26680.00","29176.86"
"A99322","8/18/1999","78988.00","126072.90"
"A99094","6/28/2001","90000.00","114212.62"
"A99123","4/25/2001","77591.00","163311.95"
"A50701","7/9/2012","39343.00","41775.29"
"A99407","12/15/2009","82414.00","97131.50"
"A50101","2/13/2017","63240.00","21586.49"
"A64208","10/19/2011","65009.00","65335.73"
"A85301","12/1/1997","50269.00","57639.22"
"A50206","2/2/1981","46693.00","45221.24"
"A65026","6/7/2011","36275.00","37345.65"
"A64465","10/19/2016","45895.00","32173.78"
"A99399","10/22/2013","82200.00","64967.85"
"A85301","6/11/2009","29138.00","28720.20"
"A49102","5/24/1990","59680.00","95735.42"
"A49100","5/1/1981","61279.00","60130.61"
"A65026","1/16/2003","63300.00","62599.03"
"A50101","9/14/2015","66100.00","65745.23"
"A64603","9/25/2013","48443.00","52339.90"
"A50609","3/19/2001","65200.00","63900.34"
"A99323","7/22/1998","81609.00","89122.74"
"A29011","8/7/2000","97300.00","95373.15"
"A50209","5/4/1994","54834.00","50846.12"
"A49335","7/11/1988","39622.00","44750.25"
"A65531","8/24/1998","42381.00","41625.95"
"A67011","10/25/2004","72900.00","72138.96"
"P04002","6/3/2017","19240.00","19240.00"
"A99164","12/22/2005","72094.00","89183.14"
"A75053","6/17/1987","63337.00","67522.40"
"B49308","1/10/2000","32260.00","33614.14"
"P04001","7/3/2006","31200.00","31200.00"
"A64006","10/5/1981","142007.00","158873.34"
"A75009","7/13/2009","32137.00","14295.58"
"A64227","7/6/2011","66489.00","70182.60"
"A03064","8/7/2006","26255.00","26022.49"
"A99262","7/25/2016","49088.00","43476.75"
"A99304","11/20/2001","78747.00","78393.20"
"A49330","11/7/2016","29453.00","10990.85"
"P04001","6/19/2010","24960.00","24960.00"
"A90045","6/23/2007","29890.00","51642.03"
"A64465","8/20/2014","67952.00","70920.48"
"A64156","11/19/1990","92778.00","101138.96"
"A65072","10/16/2006","5512.00","3205.35"
"P04002","5/27/2017","19240.00","1093.75"
"A64201","2/23/2009","65009.00","67313.86"
"A29011","8/8/2017","37415.00","37415.00"
"A64206","6/5/2002","73041.00","75843.60"
"A99164","5/20/1992","85906.00","105229.72"
"A50302","1/26/1987","57898.00","52799.21"
"A99415","11/26/2001","90439.00","119292.07"
"A02003","5/19/2008","187200.00","3915.00"
"A64466","6/3/2015","36263.00","39464.50"
"A64460","1/17/2017","62504.00","20434.00"
"A06013","2/16/2016","29138.00","28192.55"
"A99302","12/28/2005","72094.00","72322.26"
"A99422","10/23/1990","111880.00","188554.11"
"A04011","6/24/2013","30884.00","33843.31"
"A99356","2/10/1994","95689.00","200452.50"
"A99262","9/14/2016","49088.00","36561.50"
"A99399","11/14/2006","73138.00","74132.15"
"A06009","1/27/2014","63300.00","63224.18"
"A50207","4/21/1986","46693.00","50823.45"
"A99320","8/27/2007","30265.00","26503.72"
"A29001","8/29/2016","42744.00","30786.90"
"A06074","5/4/2009","35378.00","33228.70"
"A65007","9/24/2008","24662.00","27080.66"
"A99416","6/3/2010","48971.00","48971.00"
"A06073","7/13/2009","85200.00","83803.80"
"A49505","3/31/2014","51070.00","50858.07"
"A99035","8/5/1991","83881.00","83800.57"
"A70104","8/19/2002","38847.00","41354.42"
"A02003","8/3/2015","118500.00","117434.11"
"B49310","7/11/1988","34091.00","36832.14"
"A64158","7/6/2011","65009.00","74733.22"
"A99224","4/22/2015","49833.00","53969.78"
"A29004","8/1/1995","112600.00","110280.88"
"A99061","4/17/2012","62676.00","67008.68"
"A29012","6/13/2016","72800.00","71346.05"
"B70412","9/19/2005","32448.00","32886.90"
"A64140","3/26/1990","121220.00","128725.39"
"A49108","9/23/1985","61279.00","60822.30"
"A52004","1/2/2017","77600.00","32453.09"
"A99063","11/2/2015","49088.00","50481.85"
"A04001","6/28/2007","37137.00","36590.63"
"A50608","9/21/1998","36295.00","63444.53"
"A65531","8/13/2015","26745.00","25878.37"
"A64227","3/20/2006","91984.00","108960.25"
"A41103","9/14/2015","40495.00","24481.13"
"A99200","2/17/1999","92086.00","123156.45"
"A99322","8/9/1999","78988.00","163622.61"
"A06035","7/15/2002","54134.00","46705.75"
"A83001","10/22/2012","192900.00","191166.01"
"A04001","7/26/2007","37137.00","37054.55"
"A99415","2/28/2001","90000.00","98471.40"
"A99265","3/2/2011","66784.00","77829.19"
"A64108","7/12/1999","71529.00","70704.60"
"A64225","8/18/2008","66829.00","71807.37"
"A65201","4/13/2016","117700.00","115713.55"
"A99161","1/26/2006","70735.00","96009.51"
"A73001","6/7/1971","106500.00","105574.33"
"A38001","8/10/1987","98468.00","99518.02"
"A01020","6/1/2010","154600.00","153515.60"
"A65501","12/4/2014","31017.00","30539.33"
"A06014","4/9/2007","48158.00","20892.70"
"A70105","11/7/2005","31419.00","31044.98"
"A50303","9/8/1988","49089.00","49880.20"
"A99415","9/10/1992","83881.00","94680.62"
"A99415","3/25/2004","71412.00","75419.15"
"P04001","5/19/2015","24960.00","6048.00"
"P04001","6/19/2014","24960.00","15576.00"
"A99070","4/23/2008","72438.00","95835.53"
"A88001","2/1/2017","29371.00","10455.74"
"A41116","8/17/1981","45978.00","45660.75"
"A38005","1/14/2016","44901.00","42122.35"
"A19103","3/14/2016","65500.00","63907.72"
"A99335","7/9/2008","70735.00","107312.81"
"A50209","10/27/2008","31970.00","32281.48"
"P04001","6/24/2013","24960.00","3336.00"
"A50209","11/10/2014","69300.00","69435.59"
"A75078","6/5/2017","45755.00","45755.00"
"A65018","6/14/2007","41182.00","39383.96"
"A50305","7/22/2002","56482.00","54537.84"
"A99222","4/20/2015","49833.00","67326.08"
"A99391","10/22/1975","40835.00","46307.32"
"A64146","2/23/2009","66893.00","77744.92"
"A08005","3/22/2004","48846.00","49617.85"
"A64108","3/31/1997","76165.00","74639.58"
"A49300","8/30/1990","70600.00","66045.67"
"A99299","12/14/1987","48491.00","55854.67"
"A70103","12/9/2010","36128.00","43478.32"
"A50701","3/9/2009","59500.00","68395.87"
"A49104","10/5/1998","35044.00","32142.85"
"P04001","5/5/2015","20800.00","10220.00"
"A99386","7/13/2006","65800.00","77639.53"
"A50606","7/17/2006","33613.00","55575.37"
"A16001","9/16/1996","156600.00","149229.84"
"B68060","6/19/2006","33613.00","40513.66"
"A75031","6/5/2017","25709.00","25709.00"
"A50304","6/16/2008","43829.00","44936.67"
"A08011","6/23/2007","30534.00","30534.00"
"A99030","12/13/2005","71412.00","77159.37"
"A85001","1/31/2000","34323.00","33000.67"
"P04001","6/7/2011","20800.00","12545.00"
"A99005","12/8/2003","83576.00","124356.59"
